"record_id","name","ensembl","biomarker_type","biomarker_direction","biomaker_name"
"BiomarkerKG-2071500889","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG-1974752895","ERBB2","ENSG00000141736","Protein Expression&Amplification","Positive","ERBB2 Protein Expression&Amplification Positive"
"BiomarkerKG-1974752895","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG-1974752895","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG-871673121","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-871673121","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-871673121","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1651699518","ERBB2","ENSG00000141736","Protein Expression/Protein Expression&Amplification","Positive","ERBB2 Protein Expression/Protein Expression&Amplification Positive"
"BiomarkerKG1651699518","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1580038516","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1580038516","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1916652712","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1916652712","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1916652712","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-2058737055","ERBB2","ENSG00000141736","Protein Expression&Amplification","Positive","ERBB2 Protein Expression&Amplification Positive"
"BiomarkerKG-1981115273","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1981115273","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1981115273","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1981115273","Ki67","ENSG00000148773","Protein Expression","Positive/Negative","Ki67 Protein Expression Positive/Negative"
"BiomarkerKG1634813377","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1634813377","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1634813377","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-70918532","ERBB2","ENSG00000141736","Protein Expression","Positive/Negative","ERBB2 Protein Expression Positive/Negative"
"BiomarkerKG-70918532","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-70918532","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-645228182","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-645228182","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-645228182","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1948632702","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1948632702","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1948632702","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG2045156743","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG2045156743","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG2045156743","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG268030188","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG268030188","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG268030188","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1626152336","AR","ENSG00000169083","Protein Expression","Positive","AR Protein Expression Positive"
"BiomarkerKG-2024893270","HER2","ENSG00000141736","Protein Expression","Positive","HER2 Protein Expression Positive"
"BiomarkerKG1301936541","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1301936541","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1301936541","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG1301936541","Ki67","ENSG00000148773","Protein Expression","Positive","Ki67 Protein Expression Positive"
"BiomarkerKG1797119238","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1339207370","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1339207370","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1339207370","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1339207370","RB","ENSG00000139687","Protein Expression","Positive","RB Protein Expression Positive"
"BiomarkerKG-1795012017","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1795012017","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-669478277","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-669478277","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-669478277","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-669478277","GR","ENSG00000113580","Protein Expression","Positive","GR Protein Expression Positive"
"BiomarkerKG739576048","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG739576048","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG739576048","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG739576048","HLAA2","NA","Protein Expression","Positive","HLAA2 Protein Expression Positive"
"BiomarkerKG-1907373473","E-cadherin","ENSG00000039068","Protein Expression","Negative","E-cadherin Protein Expression Negative"
"BiomarkerKG1343148659","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1343148659","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1079364487","ERBB2","ENSG00000141736","Protein Expression/Protein Expression&Amplification","Positive","ERBB2 Protein Expression/Protein Expression&Amplification Positive"
"BiomarkerKG-1079364487","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-1079364487","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-408096696","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-408096696","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-408096696","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG756185457","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG756185457","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG352370837","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG352370837","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG352370837","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG79788518","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG79788518","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG1151456220","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1151456220","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1151456220","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1151456220","FGFR1","ENSG00000077782","Protein Expression/Protein Expression&Amplification","Positive","FGFR1 Protein Expression/Protein Expression&Amplification Positive"
"BiomarkerKG647041563","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG647041563","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG647041563","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1325069268","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1325069268","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1432083835","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1432083835","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1432083835","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-2080942422","ERBB2","ENSG00000141736","Protein Expression/Protein Expression&Amplification","Negative","ERBB2 Protein Expression/Protein Expression&Amplification Negative"
"BiomarkerKG-2080942422","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-2080942422","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1194781878","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1194781878","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1194781878","Ki67","ENSG00000148773","Protein Expression","Positive/Negative","Ki67 Protein Expression Positive/Negative"
"BiomarkerKG872874309","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1746302945","ERBB2","ENSG00000141736","Protein Expression/Protein Expression&Amplification","Positive","ERBB2 Protein Expression/Protein Expression&Amplification Positive"
"BiomarkerKG-1746302945","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-1746302945","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG308998292","ERBB2","ENSG00000141736","Protein Expression/Protein Expression&Amplification","Positive","ERBB2 Protein Expression/Protein Expression&Amplification Positive"
"BiomarkerKG308998292","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG308998292","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG1904301603","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1904301603","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1904301603","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1904301603","PIK3CA","ENSG00000121879","Mutation","Positive","PIK3CA Mutation Positive"
"BiomarkerKG-1259323554","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1259323554","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1259323554","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1259323554","BCRA1","NA","Mutation/Methylation","Positive","BCRA1 Mutation/Methylation Positive"
"BiomarkerKG-1259323554","BCRA2","NA","Mutation/Methylation","Positive","BCRA2 Mutation/Methylation Positive"
"BiomarkerKG868050889","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG868050889","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG868050889","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG868050889","FGFR","ENSG00000068078","Protein Expression/Protein Expression&Amplification","Positive","FGFR Protein Expression/Protein Expression&Amplification Positive"
"BiomarkerKG1393021289","ERBB2","ENSG00000141736","Protein Expression&Amplification","Positive","ERBB2 Protein Expression&Amplification Positive"
"BiomarkerKG21641192","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1788523482","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-530391371","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-530391371","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-530391371","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1830562034","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1830562034","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1830562034","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-669278264","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG1819372313","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1819372313","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1360299440","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1360299440","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1360299440","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
